ID	Gene Name	Species	BBID	BIOCARTA	COG_ONTOLOGY	GOTERM_BP_DIRECT	GOTERM_CC_DIRECT	GOTERM_MF_DIRECT	INTERPRO	KEGG_PATHWAY	OMIM_DISEASE	PIR_SUPERFAMILY	SMART	UP_KEYWORDS	UP_SEQ_FEATURE
57448	baculoviral IAP repeat containing 6(BIRC6)	Homo sapiens				GO:0006468~protein phosphorylation,GO:0006915~apoptotic process,GO:0007067~mitotic nuclear division,GO:0008284~positive regulation of cell proliferation,GO:0010951~negative regulation of endopeptidase activity,GO:0016567~protein ubiquitination,GO:0032465~regulation of cytokinesis,GO:0042127~regulation of cell proliferation,GO:0043066~negative regulation of apoptotic process,GO:0051301~cell division,GO:0060711~labyrinthine layer development,GO:0060712~spongiotrophoblast layer development,GO:2001237~negative regulation of extrinsic apoptotic signaling pathway,	GO:0000922~spindle pole,GO:0005768~endosome,GO:0005802~trans-Golgi network,GO:0005815~microtubule organizing center,GO:0016020~membrane,GO:0030496~midbody,	GO:0004842~ubiquitin-protein transferase activity,GO:0004869~cysteine-type endopeptidase inhibitor activity,GO:0005515~protein binding,GO:0016874~ligase activity,GO:0061631~ubiquitin conjugating enzyme activity,	IPR000608:Ubiquitin-conjugating enzyme, E2,IPR001370:Baculoviral inhibition of apoptosis protein repeat,IPR015943:WD40/YVTN repeat-like-containing domain,IPR016135:Ubiquitin-conjugating enzyme/RWD-like,IPR022103:Protein of unknown function DUF3643,	hsa04120:Ubiquitin mediated proteolysis,			SM00238:BIR,	3D-structure,Apoptosis,Cell cycle,Cell division,Complete proteome,Cytoplasm,Cytoskeleton,Endosome,Golgi apparatus,Membrane,Mitosis,Phosphoprotein,Protease inhibitor,Proteomics identification,Reference proteome,Thiol protease inhibitor,Transferase,Ubl conjugation,Ubl conjugation pathway,	active site:Glycyl thioester intermediate,chain:Baculoviral IAP repeat-containing protein 6,compositionally biased region:Poly-Ala,helix,modified residue,region of interest:Ubiquitin-conjugating,repeat:BIR,sequence conflict,strand,turn,
10409	brain abundant membrane attached signal protein 1(BASP1)	Homo sapiens				GO:0007356~thorax and anterior abdomen determination,GO:0008406~gonad development,GO:0021762~substantia nigra development,GO:0045892~negative regulation of transcription, DNA-templated,GO:0060231~mesenchymal to epithelial transition,GO:0060421~positive regulation of heart growth,GO:0060539~diaphragm development,GO:0072075~metanephric mesenchyme development,GO:0072112~glomerular visceral epithelial cell differentiation,GO:2001076~positive regulation of metanephric ureteric bud development,	GO:0005634~nucleus,GO:0005737~cytoplasm,GO:0005856~cytoskeleton,GO:0005886~plasma membrane,GO:0008180~COP9 signalosome,GO:0016607~nuclear speck,GO:0030054~cell junction,GO:0030426~growth cone,GO:0031982~vesicle,GO:0070062~extracellular exosome,	GO:0003714~transcription corepressor activity,GO:0005515~protein binding,GO:0019904~protein domain specific binding,GO:0044212~transcription regulatory region DNA binding,	IPR008408:Brain acid soluble protein 1,					Alternative splicing,Cell membrane,Cell projection,Complete proteome,Direct protein sequencing,Isopeptide bond,Lipoprotein,Membrane,Myristate,Phosphoprotein,Polymorphism,Proteomics identification,Reference proteome,Ubl conjugation,	chain:Brain acid soluble protein 1,lipid moiety-binding region:N-myristoyl glycine,modified residue,sequence conflict,sequence variant,splice variant,
25798	brain protein I3(BRI3)	Homo sapiens					GO:0016021~integral component of membrane,	GO:0042802~identical protein binding,	IPR019317:Brain protein I3,					Complete proteome,Membrane,Polymorphism,Proteomics identification,Reference proteome,Transmembrane,Transmembrane helix,	chain:Brain protein I3,compositionally biased region:Poly-Pro,sequence conflict,sequence variant,transmembrane region,
55653	breast carcinoma amplified sequence 4(BCAS4)	Homo sapiens				GO:0046907~intracellular transport,	GO:0031083~BLOC-1 complex,		IPR024857:Cappuccino,					Alternative splicing,Chromosomal rearrangement,Complete proteome,Cytoplasm,Polymorphism,Proteomics identification,Proto-oncogene,Reference proteome,	chain:Breast carcinoma-amplified sequence 4,sequence variant,site:Breakpoint for translocation to form BCAS4-BCAS3,splice variant,
11177	bromodomain adjacent to zinc finger domain 1A(BAZ1A)	Homo sapiens				GO:0006261~DNA-dependent DNA replication,GO:0006338~chromatin remodeling,GO:0006351~transcription, DNA-templated,GO:0006355~regulation of transcription, DNA-templated,	GO:0008623~CHRAC,GO:0016590~ACF complex,	GO:0004402~histone acetyltransferase activity,GO:0005515~protein binding,GO:0008270~zinc ion binding,	IPR001487:Bromodomain,IPR001965:Zinc finger, PHD-type,IPR011011:Zinc finger, FYVE/PHD-type,IPR013083:Zinc finger, RING/FYVE/PHD-type,IPR013136:WSTF/Acf1/Cbp146,IPR018359:Bromodomain, conserved site,IPR018501:DDT domain superfamily,IPR019786:Zinc finger, PHD-type, conserved site,IPR019787:Zinc finger, PHD-finger,				SM00249:PHD,SM00297:BROMO,SM00571:DDT,	Alternative splicing,Bromodomain,Coiled coil,Complete proteome,Metal-binding,Nucleus,Phosphoprotein,Polymorphism,Proteomics identification,Reference proteome,Transcription,Transcription regulation,Zinc,Zinc-finger,	chain:Bromodomain adjacent to zinc finger domain protein 1A,domain:Bromo,domain:DDT,domain:WAC,modified residue,sequence conflict,sequence variant,splice variant,zinc finger region:PHD-type,
10488	cAMP responsive element binding protein 3(CREB3)	Homo sapiens				GO:0001558~regulation of cell growth,GO:0002230~positive regulation of defense response to virus by host,GO:0006351~transcription, DNA-templated,GO:0006366~transcription from RNA polymerase II promoter,GO:0006935~chemotaxis,GO:0006990~positive regulation of transcription from RNA polymerase II promoter involved in unfolded protein response,GO:0016032~viral process,GO:0019043~establishment of viral latency,GO:0019046~release from viral latency,GO:0030335~positive regulation of cell migration,GO:0034976~response to endoplasmic reticulum stress,GO:0042127~regulation of cell proliferation,GO:0042994~cytoplasmic sequestering of transcription factor,GO:0045786~negative regulation of cell cycle,GO:0045893~positive regulation of transcription, DNA-templated,GO:0045944~positive regulation of transcription from RNA polymerase II promoter,GO:0050930~induction of positive chemotaxis,GO:0051928~positive regulation of calcium ion transport,GO:0090026~positive regulation of monocyte chemotaxis,GO:0090045~positive regulation of deacetylase activity,GO:1902236~negative regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway,GO:2000326~negative regulation of ligand-dependent nuclear receptor transcription coactivator activity,	GO:0000139~Golgi membrane,GO:0005634~nucleus,GO:0005737~cytoplasm,GO:0005783~endoplasmic reticulum,GO:0005789~endoplasmic reticulum membrane,GO:0005794~Golgi apparatus,GO:0005829~cytosol,GO:0016020~membrane,GO:0016021~integral component of membrane,GO:0016604~nuclear body,GO:0030176~integral component of endoplasmic reticulum membrane,GO:0043025~neuronal cell body,	GO:0000977~RNA polymerase II regulatory region sequence-specific DNA binding,GO:0000978~RNA polymerase II core promoter proximal region sequence-specific DNA binding,GO:0000982~transcription factor activity, RNA polymerase II core promoter proximal region sequence-specific binding,GO:0001077~transcriptional activator activity, RNA polymerase II core promoter proximal region sequence-specific binding,GO:0003677~DNA binding,GO:0003682~chromatin binding,GO:0003700~transcription factor activity, sequence-specific DNA binding,GO:0005515~protein binding,GO:0008140~cAMP response element binding protein binding,GO:0031726~CCR1 chemokine receptor binding,GO:0035497~cAMP response element binding,GO:0042803~protein homodimerization activity,GO:0046983~protein dimerization activity,	IPR004827:Basic-leucine zipper domain,	hsa04022:cGMP-PKG signaling pathway,hsa04024:cAMP signaling pathway,hsa04151:PI3K-Akt signaling pathway,hsa04152:AMPK signaling pathway,hsa04261:Adrenergic signaling in cardiomyocytes,hsa04668:TNF signaling pathway,hsa04725:Cholinergic synapse,hsa04728:Dopaminergic synapse,hsa04911:Insulin secretion,hsa04915:Estrogen signaling pathway,hsa04916:Melanogenesis,hsa04918:Thyroid hormone synthesis,hsa04922:Glucagon signaling pathway,hsa04925:Aldosterone synthesis and secretion,hsa04931:Insulin resistance,hsa04962:Vasopressin-regulated water reabsorption,hsa05016:Huntington's disease,hsa05030:Cocaine addiction,hsa05031:Amphetamine addiction,hsa05034:Alcoholism,hsa05161:Hepatitis B,hsa05203:Viral carcinogenesis,hsa05215:Prostate cancer,			SM00338:BRLZ,	Activator,Alternative splicing,Chemotaxis,Complete proteome,Cytoplasm,DNA-binding,Endoplasmic reticulum,Glycoprotein,Host-virus interaction,Membrane,Nucleus,Reference proteome,Repeat,Repressor,Signal-anchor,Transcription,Transcription regulation,Transmembrane,Transmembrane helix,Unfolded protein response,	chain:Cyclic AMP-responsive element-binding protein 3,chain:Processed cyclic AMP-responsive element- binding protein 3,compositionally biased region:Pro-rich,DNA-binding region:Basic motif,domain:Leucine-zipper,glycosylation site:N-linked (GlcNAc...),region of interest:Transcription activation (acidic),sequence conflict,short sequence motif:HCFC1-binding-motif (HBM),short sequence motif:LXXLL motif 1,short sequence motif:LXXLL motif 2,site:Cleavage; by PS1,splice variant,topological domain:Cytoplasmic,topological domain:Lumenal,transmembrane region,
147968	calpain 12(CAPN12)	Homo sapiens				GO:0006508~proteolysis,	GO:0005622~intracellular,GO:0005737~cytoplasm,	GO:0004198~calcium-dependent cysteine-type endopeptidase activity,GO:0005509~calcium ion binding,	IPR000169:Cysteine peptidase, cysteine active site,IPR001300:Peptidase C2, calpain, catalytic domain,IPR002048:EF-hand domain,IPR011992:EF-hand-like domain,IPR018247:EF-Hand 1, calcium-binding site,IPR022682:Peptidase C2, calpain, large subunit, domain III,IPR022683:Peptidase C2, calpain, domain III,IPR022684:Peptidase C2, calpain family,				SM00230:CysPc,SM00720:calpain_III,	Calcium,Complete proteome,Hydrolase,Metal-binding,Polymorphism,Protease,Reference proteome,Thiol protease,	chain:Calpain-12,domain:Calpain catalytic,domain:EF-hand,region of interest:Domain III,region of interest:Domain IV,sequence variant,
54675	cardiolipin synthase 1(CRLS1)	Homo sapiens				GO:0008654~phospholipid biosynthetic process,GO:0032049~cardiolipin biosynthetic process,GO:0036148~phosphatidylglycerol acyl-chain remodeling,	GO:0005739~mitochondrion,GO:0005743~mitochondrial inner membrane,GO:0016020~membrane,GO:0016021~integral component of membrane,	GO:0003841~1-acylglycerol-3-phosphate O-acyltransferase activity,GO:0008808~cardiolipin synthase activity,GO:0016780~phosphotransferase activity, for other substituted phosphate groups,GO:0043337~CDP-diacylglycerol-phosphatidylglycerol phosphatidyltransferase activity,GO:0047144~2-acylglycerol-3-phosphate O-acyltransferase activity,	IPR000462:CDP-alcohol phosphatidyltransferase,	hsa00564:Glycerophospholipid metabolism,hsa01100:Metabolic pathways,				Alternative splicing,Complete proteome,Lipid biosynthesis,Lipid metabolism,Membrane,Mitochondrion,Mitochondrion inner membrane,Phospholipid biosynthesis,Phospholipid metabolism,Reference proteome,Transferase,Transmembrane,Transmembrane helix,	chain:Cardiolipin synthase,transmembrane region,
1453	casein kinase 1 delta(CSNK1D)	Homo sapiens		h_ck1Pathway:Regulation of ck1/cdk5 by type 1 glutamate receptors,h_p35AlzheimersPathway:Deregulation of CDK5 in Alzheimers Disease,h_p53hypoxiaPathway:Hypoxia and p53 in the Cardiovascular system,h_wntPathway:WNT Signaling Pathway,		GO:0000086~G2/M transition of mitotic cell cycle,GO:0001934~positive regulation of protein phosphorylation,GO:0006281~DNA repair,GO:0006364~rRNA processing,GO:0006468~protein phosphorylation,GO:0006897~endocytosis,GO:0007020~microtubule nucleation,GO:0007030~Golgi organization,GO:0007165~signal transduction,GO:0008360~regulation of cell shape,GO:0016055~Wnt signaling pathway,GO:0018105~peptidyl-serine phosphorylation,GO:0032436~positive regulation of proteasomal ubiquitin-dependent protein catabolic process,GO:0032922~circadian regulation of gene expression,GO:0034067~protein localization to Golgi apparatus,GO:0035058~nonmotile primary cilium assembly,GO:0042752~regulation of circadian rhythm,GO:0048208~COPII vesicle coating,GO:0051225~spindle assembly,GO:0061512~protein localization to cilium,GO:0071539~protein localization to centrosome,GO:0090263~positive regulation of canonical Wnt signaling pathway,GO:0098609~cell-cell adhesion,GO:1904340~positive regulation of dopaminergic neuron differentiation,GO:1990090~cellular response to nerve growth factor stimulus,GO:2000052~positive regulation of non-canonical Wnt signaling pathway,	GO:0000139~Golgi membrane,GO:0005634~nucleus,GO:0005654~nucleoplasm,GO:0005794~Golgi apparatus,GO:0005813~centrosome,GO:0005819~spindle,GO:0005829~cytosol,GO:0005876~spindle microtubule,GO:0005886~plasma membrane,GO:0005913~cell-cell adherens junction,GO:0033116~endoplasmic reticulum-Golgi intermediate compartment membrane,GO:0043005~neuron projection,GO:0048471~perinuclear region of cytoplasm,	GO:0001948~glycoprotein binding,GO:0004672~protein kinase activity,GO:0004674~protein serine/threonine kinase activity,GO:0005515~protein binding,GO:0005524~ATP binding,GO:0042277~peptide binding,GO:0050321~tau-protein kinase activity,GO:0098641~cadherin binding involved in cell-cell adhesion,	IPR000719:Protein kinase, catalytic domain,IPR008271:Serine/threonine-protein kinase, active site,IPR011009:Protein kinase-like domain,IPR017441:Protein kinase, ATP binding site,	hsa04340:Hedgehog signaling pathway,hsa04390:Hippo signaling pathway,hsa04540:Gap junction,hsa04710:Circadian rhythm,	615224~Advanced sleep-phase syndrome, familial, 2,		SM00220:S_TKc,	3D-structure,Alternative splicing,ATP-binding,Biological rhythms,Cell membrane,Complete proteome,Cytoplasm,Cytoskeleton,Disease mutation,Golgi apparatus,Kinase,Membrane,Methylation,Nucleotide-binding,Nucleus,Phosphoprotein,Polymorphism,Proteomics identification,Reference proteome,Serine/threonine-protein kinase,Transferase,Wnt signaling pathway,	active site:Proton acceptor,binding site:ATP,chain:Casein kinase I isoform delta,domain:Protein kinase,modified residue,nucleotide phosphate-binding region:ATP,region of interest:Autoinhibitory,sequence conflict,sequence variant,splice variant,
79172	centromere protein O(CENPO)	Homo sapiens				GO:0007062~sister chromatid cohesion,GO:0034080~CENP-A containing nucleosome assembly,	GO:0000777~condensed chromosome kinetochore,GO:0005654~nucleoplasm,GO:0005829~cytosol,	GO:0005515~protein binding,	IPR018464:Centromere protein Cenp-O,					Alternative splicing,Centromere,Chromosome,Coiled coil,Complete proteome,Kinetochore,Nucleus,Phosphoprotein,Polymorphism,Reference proteome,	chain:Centromere protein O,modified residue,sequence conflict,sequence variant,splice variant,
414236	chromosome 10 open reading frame 55(C10orf55)	Homo sapiens												Complete proteome,Reference proteome,	chain:Uncharacterized protein C10orf55,
84167	chromosome 19 open reading frame 44(C19orf44)	Homo sapiens						GO:0005515~protein binding,						Alternative splicing,Complete proteome,Phosphoprotein,Proteomics identification,Reference proteome,	chain:Uncharacterized protein C19orf44,splice variant,
755	chromosome 21 open reading frame 2(C21orf2)	Homo sapiens			Function unknown,	GO:0007010~cytoskeleton organization,GO:0007224~smoothened signaling pathway,GO:0008360~regulation of cell shape,GO:0060271~cilium morphogenesis,	GO:0005737~cytoplasm,GO:0005739~mitochondrion,GO:0005886~plasma membrane,GO:0032391~photoreceptor connecting cilium,GO:0036064~ciliary basal body,	GO:0005515~protein binding,	IPR001611:Leucine-rich repeat,IPR003603:U2A'/phosphoprotein 32 family A, C-terminal,				SM00446:LRRcap,	Alternative splicing,Cell projection,Ciliopathy,Cilium biogenesis/degradation,Complete proteome,Cytoplasm,Cytoskeleton,Leucine-rich repeat,Mitochondrion,Phosphoprotein,Polymorphism,Reference proteome,Repeat,	chain:Uncharacterized protein C21orf2,modified residue,sequence conflict,sequence variant,splice variant,
387885	cilia and flagella associated protein 73(CFAP73)	Homo sapiens				GO:0003341~cilium movement,GO:0036159~inner dynein arm assembly,GO:2000574~regulation of microtubule motor activity,	GO:0005737~cytoplasm,GO:0031514~motile cilium,GO:0097545~axonemal outer doublet,	GO:0070840~dynein complex binding,	IPR025252:Domain of unknown function DUF4200,					Cell projection,Cilium,Coiled coil,Complete proteome,Cytoplasm,Cytoskeleton,Reference proteome,
54973	cleavage and polyadenylation specific factor 3-like(CPSF3L)	Homo sapiens			Translation, ribosomal structure and biogenesis,	GO:0016180~snRNA processing,GO:0042795~snRNA transcription from RNA polymerase II promoter,	GO:0005654~nucleoplasm,GO:0005737~cytoplasm,GO:0032039~integrator complex,GO:0072562~blood microparticle,	GO:0005515~protein binding,GO:0016787~hydrolase activity,	IPR001279:Beta-lactamase-like,IPR011108:RNA-metabolising metallo-beta-lactamase,IPR022712:Beta-Casp domain,				SM00849:SM00849,SM01027:SM01027,	Alternative splicing,Complete proteome,Cytoplasm,Hydrolase,Nucleus,Proteomics identification,Reference proteome,	chain:Integrator complex subunit 11,mutagenesis site,sequence conflict,short sequence motif:HXHXDH motif,splice variant,
1153	cold inducible RNA binding protein(CIRBP)	Homo sapiens				GO:0009409~response to cold,GO:0009411~response to UV,GO:0017148~negative regulation of translation,GO:0034063~stress granule assembly,GO:0045727~positive regulation of translation,GO:0048255~mRNA stabilization,	GO:0005634~nucleus,GO:0005654~nucleoplasm,GO:0005730~nucleolus,GO:0005737~cytoplasm,GO:0010494~cytoplasmic stress granule,	GO:0000166~nucleotide binding,GO:0003676~nucleic acid binding,GO:0003723~RNA binding,GO:0003730~mRNA 3'-UTR binding,GO:0005515~protein binding,GO:0030371~translation repressor activity,GO:0044822~poly(A) RNA binding,GO:0070181~small ribosomal subunit rRNA binding,	IPR000504:RNA recognition motif domain,IPR003954:RNA recognition motif domain, eukaryote,IPR012677:Nucleotide-binding, alpha-beta plait,				SM00360:RRM,SM00361:RRM_1,	3D-structure,Activator,Alternative splicing,Complete proteome,Cytoplasm,Nucleus,Phosphoprotein,Proteomics identification,Reference proteome,Repressor,RNA-binding,Stress response,	chain:Cold-inducible RNA-binding protein,compositionally biased region:Gly-rich,domain:RRM,helix,strand,
